"kd_jenis_prw","nm_perawatan"
"CAR000008","Ankle Joint"
"CAR000009","Ankle Joint"
"CAR000010","Ankle Joint"
"CAR000011","Ankle Joint"
"CAR000012","Ankle Joint"
"CHBB000007","Ankle Joint"
"CHBB000008","Ankle Joint"
"CHBB000009","Ankle Joint"
"CHBB000010","Ankle Joint"
"CHBB000011","Ankle Joint"
"CHBB000012","Ankle Joint"
"CHIN000007","Ankle Joint"
"CHIN000008","Ankle Joint"
"CHIN000009","Ankle Joint"
"CHIN000010","Ankle Joint"
"CHIN000011","Ankle Joint"
"CHIN000012","Ankle Joint"
"CLIFEA000007","Ankle Joint"
"CLIFEA000008","Ankle Joint"
"CLIFEA000009","Ankle Joint"
"CLIFEA000010","Ankle Joint"
"CLIFEA000011","Ankle Joint"
"CLIFEA000012","Ankle Joint"
"CMNP000007","Ankle Joint"
"CMNP000008","Ankle Joint"
"CMNP000009","Ankle Joint"
"CMNP000010","Ankle Joint"
"CMNP000011","Ankle Joint"
"CMNP000012","Ankle Joint"
"DAYIN000007","Ankle Joint"
"DAYIN000008","Ankle Joint"
"DAYIN000009","Ankle Joint"
"DAYIN000010","Ankle Joint"
"DAYIN000011","Ankle Joint"
"DAYIN000012","Ankle Joint"
"EKALI000007","Ankle Joint"
"EKALI000008","Ankle Joint"
"EKALI000009","Ankle Joint"
"EKALI000010","Ankle Joint"
"EKALI000011","Ankle Joint"
"EKALI000012","Ankle Joint"
"EQUITY000007","Ankle Joint"
"EQUITY000008","Ankle Joint"
"EQUITY000009","Ankle Joint"
"EQUITY000010","Ankle Joint"
"EQUITY000011","Ankle Joint"
"EQUITY000012","Ankle Joint"
"FULLTON000007","Ankle Joint"
"FULLTON000008","Ankle Joint"
"FULLTON000009","Ankle Joint"
"FULLTON000010","Ankle Joint"
"FULLTON000011","Ankle Joint"
"FULLTON000012","Ankle Joint"
"FWDLi000007","Ankle Joint"
"FWDLi000008","Ankle Joint"
"FWDLi000009","Ankle Joint"
"FWDLi000010","Ankle Joint"
"FWDLi000011","Ankle Joint"
"FWDLi000012","Ankle Joint"
"GENE000007","Ankle Joint"
"GENE000008","Ankle Joint"
"GENE000009","Ankle Joint"
"GENE000010","Ankle Joint"
"GENE000011","Ankle Joint"
"GENE000012","Ankle Joint"
"GRAST000007","Ankle Joint"
"GRAST000008","Ankle Joint"
"GRAST000009","Ankle Joint"
"GRAST000010","Ankle Joint"
"GRAST000011","Ankle Joint"
"GRAST000012","Ankle Joint"
"HADOC000007","Ankle Joint"
"HADOC000008","Ankle Joint"
"HADOC000009","Ankle Joint"
"HADOC000010","Ankle Joint"
"HADOC000011","Ankle Joint"
"HADOC000012","Ankle Joint"
"HARTA000007","Ankle Joint"
"HARTA000008","Ankle Joint"
"HARTA000009","Ankle Joint"
"HARTA000010","Ankle Joint"
"HARTA000011","Ankle Joint"
"HARTA000012","Ankle Joint"
"HLGRP000007","Ankle Joint"
"HLGRP000008","Ankle Joint"
"HLGRP000009","Ankle Joint"
"HLGRP000010","Ankle Joint"
"HLGRP000011","Ankle Joint"
"HLGRP000012","Ankle Joint"
"ILGASP000007","Ankle Joint"
"ILGASP000008","Ankle Joint"
"ILGASP000009","Ankle Joint"
"ILGASP000010","Ankle Joint"
"ILGASP000011","Ankle Joint"
"ILGASP000012","Ankle Joint"
"INTASIA000007","Ankle Joint"
"INTASIA000008","Ankle Joint"
"INTASIA000009","Ankle Joint"
"INTASIA000010","Ankle Joint"
"INTASIA000011","Ankle Joint"
"INTASIA000012","Ankle Joint"
"JBASU000007","Ankle Joint"
"JBASU000008","Ankle Joint"
"JBASU000009","Ankle Joint"
"JBASU000010","Ankle Joint"
"JBASU000011","Ankle Joint"
"JBASU000012","Ankle Joint"
"JBR2400007","Ankle Joint"
"JBR2400008","Ankle Joint"
"JBR2400009","Ankle Joint"
"JBR2400010","Ankle Joint"
"JBR2400011","Ankle Joint"
"JBR2400012","Ankle Joint"
"JBRBPJ00007","Ankle Joint"
"JBRBPJ00008","Ankle Joint"
"JBRBPJ00009","Ankle Joint"
"JBRBPJ00010","Ankle Joint"
"JBRBPJ00011","Ankle Joint"
"JBRBPJ00012","Ankle Joint"
"JIAS000007","Ankle Joint"
"JIAS000008","Ankle Joint"
"JIAS000009","Ankle Joint"
"JIAS000010","Ankle Joint"
"JIAS000011","Ankle Joint"
"JIAS000012","Ankle Joint"
"JMAS000007","Ankle Joint"
"JMAS000008","Ankle Joint"
"JMAS000009","Ankle Joint"
"JMAS000010","Ankle Joint"
"JMAS000011","Ankle Joint"
"JMAS000012","Ankle Joint"
"JNE000007","Ankle Joint"
"JNE000008","Ankle Joint"
"JNE000009","Ankle Joint"
"JNE000010","Ankle Joint"
"JNE000011","Ankle Joint"
"JNE000012","Ankle Joint"
"KCI000007","Ankle Joint"
"KCI000008","Ankle Joint"
"KCI000009","Ankle Joint"
"KCI000010","Ankle Joint"
"KCI000011","Ankle Joint"
"KCI000012","Ankle Joint"
"KOP000007","Ankle Joint"
"KOP000008","Ankle Joint"
"KOP000009","Ankle Joint"
"KOP000010","Ankle Joint"
"KOP000011","Ankle Joint"
"KOP000012","Ankle Joint"
"KYCI00007","Ankle Joint"
"KYCI00008","Ankle Joint"
"KYCI00009","Ankle Joint"
"KYCI00010","Ankle Joint"
"KYCI00011","Ankle Joint"
"KYCI00012","Ankle Joint"
"MAG000007","Ankle Joint"
"MAG000008","Ankle Joint"
"MAG000009","Ankle Joint"
"MAG000010","Ankle Joint"
"MAG000011","Ankle Joint"
"MAG000012","Ankle Joint"
"MALIFE000007","Ankle Joint"
"MALIFE000008","Ankle Joint"
"MALIFE000009","Ankle Joint"
"MALIFE000010","Ankle Joint"
"MALIFE000011","Ankle Joint"
"MALIFE000012","Ankle Joint"
"MEDITAP000007","Ankle Joint"
"MEDITAP000008","Ankle Joint"
"MEDITAP000009","Ankle Joint"
"MEDITAP000010","Ankle Joint"
"MEDITAP000011","Ankle Joint"
"MEDITAP000012","Ankle Joint"
"MEGA000007","Ankle Joint"
"MEGA000008","Ankle Joint"
"MEGA000009","Ankle Joint"
"MEGA000010","Ankle Joint"
"MEGA000011","Ankle Joint"
"MEGA000012","Ankle Joint"
"MEGINS000007","Ankle Joint"
"MEGINS000008","Ankle Joint"
"MEGINS000009","Ankle Joint"
"MEGINS000010","Ankle Joint"
"MEGINS000011","Ankle Joint"
"MEGINS000012","Ankle Joint"
"MITAD000007","Ankle Joint"
"MITAD000008","Ankle Joint"
"MITAD000009","Ankle Joint"
"MITAD000010","Ankle Joint"
"MITAD000011","Ankle Joint"
"MITAD000012","Ankle Joint"
"MITSOTE000007","Ankle Joint"
"MITSOTE000008","Ankle Joint"
"MITSOTE000009","Ankle Joint"
"MITSOTE000010","Ankle Joint"
"MITSOTE000011","Ankle Joint"
"MITSOTE000012","Ankle Joint"
"NUSA000007","Ankle Joint"
"NUSA000008","Ankle Joint"
"NUSA000009","Ankle Joint"
"NUSA000010","Ankle Joint"
"NUSA000011","Ankle Joint"
"NUSA000012","Ankle Joint"
"OWLEXA000007","Ankle Joint"
"OWLEXA000008","Ankle Joint"
"OWLEXA000009","Ankle Joint"
"OWLEXA000010","Ankle Joint"
"OWLEXA000011","Ankle Joint"
"OWLEXA000012","Ankle Joint"
"PANFIC000007","Ankle Joint"
"PANFIC000008","Ankle Joint"
"PANFIC000009","Ankle Joint"
"PANFIC000010","Ankle Joint"
"PANFIC000011","Ankle Joint"
"PANFIC000012","Ankle Joint"
"PCEPYR000007","Ankle Joint"
"PCEPYR000008","Ankle Joint"
"PCEPYR000009","Ankle Joint"
"PCEPYR000010","Ankle Joint"
"PCEPYR000011","Ankle Joint"
"PCEPYR000012","Ankle Joint"
"PCROSS000007","Ankle Joint"
"PCROSS000008","Ankle Joint"
"PCROSS000009","Ankle Joint"
"PCROSS000010","Ankle Joint"
"PCROSS000011","Ankle Joint"
"PCROSS000012","Ankle Joint"
"PELIFE000007","Ankle Joint"
"PELIFE000008","Ankle Joint"
"PELIFE000009","Ankle Joint"
"PELIFE000010","Ankle Joint"
"PELIFE000011","Ankle Joint"
"PELIFE000012","Ankle Joint"
"PLN000007","Ankle Joint"
"PLN000008","Ankle Joint"
"PLN000009","Ankle Joint"
"PLN000010","Ankle Joint"
"PLN000011","Ankle Joint"
"PLN000012","Ankle Joint"
"PRUDEN000007","Ankle Joint"
"PRUDEN000008","Ankle Joint"
"PRUDEN000009","Ankle Joint"
"PRUDEN000010","Ankle Joint"
"PRUDEN000011","Ankle Joint"
"PRUDEN000012","Ankle Joint"
"PUFR000007","Ankle Joint"
"PUFR000008","Ankle Joint"
"PUFR000009","Ankle Joint"
"PUFR000010","Ankle Joint"
"PUFR000011","Ankle Joint"
"PUFR000012","Ankle Joint"
"SEQLIFE000007","Ankle Joint"
"SEQLIFE000008","Ankle Joint"
"SEQLIFE000009","Ankle Joint"
"SEQLIFE000010","Ankle Joint"
"SEQLIFE000011","Ankle Joint"
"SEQLIFE000012","Ankle Joint"
"SIMAS000007","Ankle Joint"
"SIMAS000008","Ankle Joint"
"SIMAS000009","Ankle Joint"
"SIMAS000010","Ankle Joint"
"SIMAS000011","Ankle Joint"
"SIMAS000012","Ankle Joint"
"SLYNK000007","Ankle Joint"
"SLYNK000008","Ankle Joint"
"SLYNK000009","Ankle Joint"
"SLYNK000010","Ankle Joint"
"SLYNK000011","Ankle Joint"
"SLYNK000012","Ankle Joint"
"SOMPO000007","Ankle Joint"
"SOMPO000008","Ankle Joint"
"SOMPO000009","Ankle Joint"
"SOMPO000010","Ankle Joint"
"SOMPO000011","Ankle Joint"
"SOMPO000012","Ankle Joint"
"SUMDAS000007","Ankle Joint"
"SUMDAS000008","Ankle Joint"
"SUMDAS000009","Ankle Joint"
"SUMDAS000010","Ankle Joint"
"SUMDAS000011","Ankle Joint"
"SUMDAS000012","Ankle Joint"
"SUNDAY000007","Ankle Joint"
"SUNDAY000008","Ankle Joint"
"SUNDAY000009","Ankle Joint"
"SUNDAY000010","Ankle Joint"
"SUNDAY000011","Ankle Joint"
"SUNDAY000012","Ankle Joint"
"SUNPDSA000007","Ankle Joint"
"SUNPDSA000008","Ankle Joint"
"SUNPDSA000009","Ankle Joint"
"SUNPDSA000010","Ankle Joint"
"SUNPDSA000011","Ankle Joint"
"SUNPDSA000012","Ankle Joint"
"SWPIA000007","Ankle Joint"
"SWPIA000008","Ankle Joint"
"SWPIA000009","Ankle Joint"
"SWPIA000010","Ankle Joint"
"SWPIA000011","Ankle Joint"
"SWPIA000012","Ankle Joint"
"TAKAFUL000007","Ankle Joint"
"TAKAFUL000008","Ankle Joint"
"TAKAFUL000009","Ankle Joint"
"TAKAFUL000010","Ankle Joint"
"TAKAFUL000011","Ankle Joint"
"TAKAFUL000012","Ankle Joint"
"TEMED000007","Ankle Joint"
"TEMED000008","Ankle Joint"
"TEMED000009","Ankle Joint"
"TEMED000010","Ankle Joint"
"TEMED000011","Ankle Joint"
"TEMED000012","Ankle Joint"
"TIMEDC000007","Ankle Joint"
"TIMEDC000008","Ankle Joint"
"TIMEDC000009","Ankle Joint"
"TIMEDC000010","Ankle Joint"
"TIMEDC000011","Ankle Joint"
"TIMEDC000012","Ankle Joint"
"TOMAR000007","Ankle Joint"
"TOMAR000008","Ankle Joint"
"TOMAR000009","Ankle Joint"
"TOMAR000010","Ankle Joint"
"TOMAR000011","Ankle Joint"
"TOMAR000012","Ankle Joint"
"TRAUT000007","Ankle Joint"
"TRAUT000008","Ankle Joint"
"TRAUT000009","Ankle Joint"
"TRAUT000010","Ankle Joint"
"TRAUT000011","Ankle Joint"
"TRAUT000012","Ankle Joint"
"YAKES000007","Ankle Joint"
"YAKES000008","Ankle Joint"
"YAKES000009","Ankle Joint"
"YAKES000010","Ankle Joint"
"YAKES000011","Ankle Joint"
"YAKES000012","Ankle Joint"
"ZURAD000007","Ankle Joint"
"ZURAD000008","Ankle Joint"
"ZURAD000009","Ankle Joint"
"ZURAD000010","Ankle Joint"
"ZURAD000011","Ankle Joint"
"ZURAD000012","Ankle Joint"
"ZURME000007","Ankle Joint"
"ZURME000008","Ankle Joint"
"ZURME000009","Ankle Joint"
"ZURME000010","Ankle Joint"
"ZURME000011","Ankle Joint"
"ZURME000012","Ankle Joint"
"AAA000013","Anthebrachi"
"AAA000014","Anthebrachi"
"AAA000015","Anthebrachi"
"AAA000016","Anthebrachi"
"AAA000017","Anthebrachi"
"AAA000018","Anthebrachi"
"ABDA000013","Anthebrachi"
"ABDA000014","Anthebrachi"
"ABDA000015","Anthebrachi"
"ABDA000016","Anthebrachi"
"ABDA000017","Anthebrachi"
"ABDA000018","Anthebrachi"
"ACADM000013","Anthebrachi"
"ACADM000014","Anthebrachi"
"ACADM000015","Anthebrachi"
"ACADM000016","Anthebrachi"
"ACADM000017","Anthebrachi"
"ACADM000018","Anthebrachi"
"ACPHLT000013","Anthebrachi"
"ACPHLT000014","Anthebrachi"
"ACPHLT000015","Anthebrachi"
"ACPHLT000016","Anthebrachi"
"ACPHLT000017","Anthebrachi"
"ACPHLT000018","Anthebrachi"
"ACPRM000013","Anthebrachi"
"ACPRM000014","Anthebrachi"
"ACPRM000015","Anthebrachi"
"ACPRM000016","Anthebrachi"
"ACPRM000017","Anthebrachi"
"ACPRM000018","Anthebrachi"
"ADIRA000013","Anthebrachi"
"ADIRA000014","Anthebrachi"
"ADIRA000015","Anthebrachi"
"ADIRA000016","Anthebrachi"
"ADIRA000017","Anthebrachi"
"ADIRA000018","Anthebrachi"
"ADM000013","Anthebrachi"
"ADM000014","Anthebrachi"
"ADM000015","Anthebrachi"
"ADM000016","Anthebrachi"
"ADM000017","Anthebrachi"
"ADM000018","Anthebrachi"
"AIA000013","Anthebrachi"
"AIA000014","Anthebrachi"
"AIA000015","Anthebrachi"
"AIA000016","Anthebrachi"
"AIA000017","Anthebrachi"
"AIA000018","Anthebrachi"
"ALLI000013","Anthebrachi"
"ALLI000014","Anthebrachi"
"ALLI000015","Anthebrachi"
"ALLI000016","Anthebrachi"
"ALLI000017","Anthebrachi"
"ALLI000018","Anthebrachi"
"ANGPUR000013","Anthebrachi"
"ANGPUR000014","Anthebrachi"
"ANGPUR000015","Anthebrachi"
"ANGPUR000016","Anthebrachi"
"ANGPUR000017","Anthebrachi"
"ANGPUR000018","Anthebrachi"
"ANUMAP000013","Anthebrachi"
"ANUMAP000014","Anthebrachi"
"ANUMAP000015","Anthebrachi"
"ANUMAP000016","Anthebrachi"
"ANUMAP000017","Anthebrachi"
"ANUMAP000018","Anthebrachi"
"ASIAS000013","Anthebrachi"
"ASIAS000014","Anthebrachi"
"ASIAS000015","Anthebrachi"
"ASIAS000016","Anthebrachi"
"ASIAS000017","Anthebrachi"
"ASIAS000018","Anthebrachi"
"ASKRI000013","Anthebrachi"
"ASKRI000014","Anthebrachi"
"ASKRI000015","Anthebrachi"
"ASKRI000016","Anthebrachi"
"ASKRI000017","Anthebrachi"
"ASKRI000018","Anthebrachi"
"ASTBUA000013","Anthebrachi"
"ASTBUA000014","Anthebrachi"
"ASTBUA000015","Anthebrachi"
"ASTBUA000016","Anthebrachi"
"ASTBUA000017","Anthebrachi"
"ASTBUA000018","Anthebrachi"
"ASTVIV000013","Anthebrachi"
"ASTVIV000014","Anthebrachi"
"ASTVIV000015","Anthebrachi"
"ASTVIV000016","Anthebrachi"
"ASTVIV000017","Anthebrachi"
"ASTVIV000018","Anthebrachi"
"AVRIST000013","Anthebrachi"
"AVRIST000014","Anthebrachi"
"AVRIST000015","Anthebrachi"
"AVRIST000016","Anthebrachi"
"AVRIST000017","Anthebrachi"
"AVRIST000018","Anthebrachi"
"AXMAN000013","Anthebrachi"
"AXMAN000014","Anthebrachi"
"AXMAN000015","Anthebrachi"
"AXMAN000016","Anthebrachi"
"AXMAN000017","Anthebrachi"
"AXMAN000018","Anthebrachi"
"AXRAL000013","Anthebrachi"
"AXRAL000014","Anthebrachi"
"AXRAL000015","Anthebrachi"
"AXRAL000016","Anthebrachi"
"AXRAL000017","Anthebrachi"
"AXRAL000018","Anthebrachi"
"BCA000013","Anthebrachi"
"BCA000014","Anthebrachi"
"BCA000015","Anthebrachi"
"BCA000016","Anthebrachi"
"BCA000017","Anthebrachi"
"BCA000018","Anthebrachi"
"BLI000013","Anthebrachi"
"BLI000014","Anthebrachi"
"BLI000015","Anthebrachi"
"BLI000016","Anthebrachi"
"BLI000017","Anthebrachi"
"BLI000018","Anthebrachi"
"BNLI000013","Anthebrachi"
"BNLI000014","Anthebrachi"
"BNLI000015","Anthebrachi"
"BNLI000016","Anthebrachi"
"BNLI000017","Anthebrachi"
"BNLI000018","Anthebrachi"
"BOSAD000013","Anthebrachi"
"BOSAD000014","Anthebrachi"
"BOSAD000015","Anthebrachi"
"BOSAD000016","Anthebrachi"
"BOSAD000017","Anthebrachi"
"BOSAD000018","Anthebrachi"
"BRLII000013","Anthebrachi"
"BRLII000014","Anthebrachi"
"BRLII000015","Anthebrachi"
"BRLII000016","Anthebrachi"
"BRLII000017","Anthebrachi"
"BRLII000018","Anthebrachi"
"BUMDA000013","Anthebrachi"
"BUMDA000014","Anthebrachi"
"BUMDA000015","Anthebrachi"
"BUMDA000016","Anthebrachi"
"BUMDA000017","Anthebrachi"
"BUMDA000018","Anthebrachi"
"CADM000013","Anthebrachi"
"CADM000014","Anthebrachi"
"CADM000015","Anthebrachi"
"CADM000016","Anthebrachi"
"CADM000017","Anthebrachi"
"CADM000018","Anthebrachi"
"CAR000013","Anthebrachi"
"CAR000014","Anthebrachi"
"CAR000015","Anthebrachi"
"CAR000016","Anthebrachi"
"CAR000017","Anthebrachi"
"CAR000018","Anthebrachi"
"CHBB000013","Anthebrachi"
"CHBB000014","Anthebrachi"
"CHBB000015","Anthebrachi"
"CHBB000016","Anthebrachi"
"CHBB000017","Anthebrachi"
"CHBB000018","Anthebrachi"
"CHIN000013","Anthebrachi"
"CHIN000014","Anthebrachi"
"CHIN000015","Anthebrachi"
"CHIN000016","Anthebrachi"
"CHIN000017","Anthebrachi"
"CHIN000018","Anthebrachi"
"CLIFEA000013","Anthebrachi"
"CLIFEA000014","Anthebrachi"
"CLIFEA000015","Anthebrachi"
"CLIFEA000016","Anthebrachi"
"CLIFEA000017","Anthebrachi"
"CLIFEA000018","Anthebrachi"
"CMNP000013","Anthebrachi"
"CMNP000014","Anthebrachi"
"CMNP000015","Anthebrachi"
"CMNP000016","Anthebrachi"
"CMNP000017","Anthebrachi"
"CMNP000018","Anthebrachi"
"DAYIN000013","Anthebrachi"
"DAYIN000014","Anthebrachi"
"DAYIN000015","Anthebrachi"
"DAYIN000016","Anthebrachi"
"DAYIN000017","Anthebrachi"
"DAYIN000018","Anthebrachi"
"EKALI000013","Anthebrachi"
"EKALI000014","Anthebrachi"
"EKALI000015","Anthebrachi"
"EKALI000016","Anthebrachi"
"EKALI000017","Anthebrachi"
"EKALI000018","Anthebrachi"
"EQUITY000013","Anthebrachi"
"EQUITY000014","Anthebrachi"
"EQUITY000015","Anthebrachi"
"EQUITY000016","Anthebrachi"
"EQUITY000017","Anthebrachi"
"EQUITY000018","Anthebrachi"
"FULLTON000013","Anthebrachi"
"FULLTON000014","Anthebrachi"
"FULLTON000015","Anthebrachi"
"FULLTON000016","Anthebrachi"
"FULLTON000017","Anthebrachi"
"FULLTON000018","Anthebrachi"
"FWDLi000013","Anthebrachi"
"FWDLi000014","Anthebrachi"
"FWDLi000015","Anthebrachi"
"FWDLi000016","Anthebrachi"
"FWDLi000017","Anthebrachi"
"FWDLi000018","Anthebrachi"
"GENE000013","Anthebrachi"
"GENE000014","Anthebrachi"
"GENE000015","Anthebrachi"
"GENE000016","Anthebrachi"
"GENE000017","Anthebrachi"
"GENE000018","Anthebrachi"
"GRAST000013","Anthebrachi"
"GRAST000014","Anthebrachi"
"GRAST000015","Anthebrachi"
"GRAST000016","Anthebrachi"
"GRAST000017","Anthebrachi"
"GRAST000018","Anthebrachi"
"HADOC000013","Anthebrachi"
"HADOC000014","Anthebrachi"
"HADOC000015","Anthebrachi"
"HADOC000016","Anthebrachi"
"HADOC000017","Anthebrachi"
"HADOC000018","Anthebrachi"
"HARTA000013","Anthebrachi"
"HARTA000014","Anthebrachi"
"HARTA000015","Anthebrachi"
"HARTA000016","Anthebrachi"
"HARTA000017","Anthebrachi"
"HARTA000018","Anthebrachi"
"HLGRP000013","Anthebrachi"
"HLGRP000014","Anthebrachi"
"HLGRP000015","Anthebrachi"
"HLGRP000016","Anthebrachi"
"HLGRP000017","Anthebrachi"
"HLGRP000018","Anthebrachi"
"ILGASP000013","Anthebrachi"
"ILGASP000014","Anthebrachi"
"ILGASP000015","Anthebrachi"
"ILGASP000016","Anthebrachi"
"ILGASP000017","Anthebrachi"
"ILGASP000018","Anthebrachi"
"INTASIA000013","Anthebrachi"
"INTASIA000014","Anthebrachi"
"INTASIA000015","Anthebrachi"
"INTASIA000016","Anthebrachi"
"INTASIA000017","Anthebrachi"
"INTASIA000018","Anthebrachi"
"JBASU000013","Anthebrachi"
"JBASU000014","Anthebrachi"
"JBASU000015","Anthebrachi"
"JBASU000016","Anthebrachi"
"JBASU000017","Anthebrachi"
"JBASU000018","Anthebrachi"
"JBR2400013","Anthebrachi"
"JBR2400014","Anthebrachi"
"JBR2400015","Anthebrachi"
"JBR2400016","Anthebrachi"
"JBR2400017","Anthebrachi"
"JBR2400018","Anthebrachi"
"JBRBPJ00013","Anthebrachi"
"JBRBPJ00014","Anthebrachi"
"JBRBPJ00015","Anthebrachi"
"JBRBPJ00016","Anthebrachi"
"JBRBPJ00017","Anthebrachi"
"JBRBPJ00018","Anthebrachi"
"JIAS000013","Anthebrachi"
"JIAS000014","Anthebrachi"
"JIAS000015","Anthebrachi"
"JIAS000016","Anthebrachi"
"JIAS000017","Anthebrachi"
"JIAS000018","Anthebrachi"
"JMAS000013","Anthebrachi"
"JMAS000014","Anthebrachi"
"JMAS000015","Anthebrachi"
"JMAS000016","Anthebrachi"
"JMAS000017","Anthebrachi"
"JMAS000018","Anthebrachi"
"JNE000013","Anthebrachi"
"JNE000014","Anthebrachi"
"JNE000015","Anthebrachi"
"JNE000016","Anthebrachi"
"JNE000017","Anthebrachi"
"JNE000018","Anthebrachi"
"KCI000013","Anthebrachi"
"KCI000014","Anthebrachi"
"KCI000015","Anthebrachi"
"KCI000016","Anthebrachi"
"KCI000017","Anthebrachi"
"KCI000018","Anthebrachi"
"KOP000013","Anthebrachi"
"KOP000014","Anthebrachi"
"KOP000015","Anthebrachi"
"KOP000016","Anthebrachi"
"KOP000017","Anthebrachi"
"KOP000018","Anthebrachi"
"KYCI00013","Anthebrachi"
"KYCI00014","Anthebrachi"
"KYCI00015","Anthebrachi"
"KYCI00016","Anthebrachi"
"KYCI00017","Anthebrachi"
"KYCI00018","Anthebrachi"
"MAG000013","Anthebrachi"
"MAG000014","Anthebrachi"
"MAG000015","Anthebrachi"
"MAG000016","Anthebrachi"
"MAG000017","Anthebrachi"
"MAG000018","Anthebrachi"
"MALIFE000013","Anthebrachi"
"MALIFE000014","Anthebrachi"
"MALIFE000015","Anthebrachi"
"MALIFE000016","Anthebrachi"
"MALIFE000017","Anthebrachi"
"MALIFE000018","Anthebrachi"
"MEDITAP000013","Anthebrachi"
"MEDITAP000014","Anthebrachi"
"MEDITAP000015","Anthebrachi"
"MEDITAP000016","Anthebrachi"
"MEDITAP000017","Anthebrachi"
"MEDITAP000018","Anthebrachi"
"MEGA000013","Anthebrachi"
"MEGA000014","Anthebrachi"
"MEGA000015","Anthebrachi"
"MEGA000016","Anthebrachi"
"MEGA000017","Anthebrachi"
"MEGA000018","Anthebrachi"
"MEGINS000013","Anthebrachi"
"MEGINS000014","Anthebrachi"
"MEGINS000015","Anthebrachi"
"MEGINS000016","Anthebrachi"
"MEGINS000017","Anthebrachi"
"MEGINS000018","Anthebrachi"
"MITAD000013","Anthebrachi"
"MITAD000014","Anthebrachi"
"MITAD000015","Anthebrachi"
"MITAD000016","Anthebrachi"
"MITAD000017","Anthebrachi"
"MITAD000018","Anthebrachi"
"MITSOTE000013","Anthebrachi"
"MITSOTE000014","Anthebrachi"
"MITSOTE000015","Anthebrachi"
"MITSOTE000016","Anthebrachi"
"MITSOTE000017","Anthebrachi"
"MITSOTE000018","Anthebrachi"
"NUSA000013","Anthebrachi"
"NUSA000014","Anthebrachi"
"NUSA000015","Anthebrachi"
"NUSA000016","Anthebrachi"
"NUSA000017","Anthebrachi"
"NUSA000018","Anthebrachi"
"OWLEXA000013","Anthebrachi"
"OWLEXA000014","Anthebrachi"
"OWLEXA000015","Anthebrachi"
"OWLEXA000016","Anthebrachi"
"OWLEXA000017","Anthebrachi"
"OWLEXA000018","Anthebrachi"
"PANFIC000013","Anthebrachi"
"PANFIC000014","Anthebrachi"
"PANFIC000015","Anthebrachi"
"PANFIC000016","Anthebrachi"
"PANFIC000017","Anthebrachi"
"PANFIC000018","Anthebrachi"
"PCEPYR000013","Anthebrachi"
"PCEPYR000014","Anthebrachi"
"PCEPYR000015","Anthebrachi"
"PCEPYR000016","Anthebrachi"
"PCEPYR000017","Anthebrachi"
"PCEPYR000018","Anthebrachi"
"PCROSS000013","Anthebrachi"
"PCROSS000014","Anthebrachi"
"PCROSS000015","Anthebrachi"
"PCROSS000016","Anthebrachi"
"PCROSS000017","Anthebrachi"
"PCROSS000018","Anthebrachi"
"PELIFE000013","Anthebrachi"
"PELIFE000014","Anthebrachi"
"PELIFE000015","Anthebrachi"
"PELIFE000016","Anthebrachi"
"PELIFE000017","Anthebrachi"
"PELIFE000018","Anthebrachi"
"PLN000013","Anthebrachi"
"PLN000014","Anthebrachi"
"PLN000015","Anthebrachi"
"PLN000016","Anthebrachi"
"PLN000017","Anthebrachi"
"PLN000018","Anthebrachi"
"PRUDEN000013","Anthebrachi"
"PRUDEN000014","Anthebrachi"
"PRUDEN000015","Anthebrachi"
"PRUDEN000016","Anthebrachi"
"PRUDEN000017","Anthebrachi"
"PRUDEN000018","Anthebrachi"
"PUFR000013","Anthebrachi"
"PUFR000014","Anthebrachi"
"PUFR000015","Anthebrachi"
"PUFR000016","Anthebrachi"
"PUFR000017","Anthebrachi"
"PUFR000018","Anthebrachi"
"SEQLIFE000013","Anthebrachi"
"SEQLIFE000014","Anthebrachi"
"SEQLIFE000015","Anthebrachi"
"SEQLIFE000016","Anthebrachi"
"SEQLIFE000017","Anthebrachi"
"SEQLIFE000018","Anthebrachi"
"SIMAS000013","Anthebrachi"
"SIMAS000014","Anthebrachi"
"SIMAS000015","Anthebrachi"
"SIMAS000016","Anthebrachi"
"SIMAS000017","Anthebrachi"
"SIMAS000018","Anthebrachi"
"SLYNK000013","Anthebrachi"
"SLYNK000014","Anthebrachi"
"SLYNK000015","Anthebrachi"
"SLYNK000016","Anthebrachi"
"SLYNK000017","Anthebrachi"
"SLYNK000018","Anthebrachi"
"SOMPO000013","Anthebrachi"
"SOMPO000014","Anthebrachi"
"SOMPO000015","Anthebrachi"
"SOMPO000016","Anthebrachi"
"SOMPO000017","Anthebrachi"
"SOMPO000018","Anthebrachi"
"SUMDAS000013","Anthebrachi"
"SUMDAS000014","Anthebrachi"
"SUMDAS000015","Anthebrachi"
"SUMDAS000016","Anthebrachi"
"SUMDAS000017","Anthebrachi"
"SUMDAS000018","Anthebrachi"
"SUNDAY000013","Anthebrachi"
"SUNDAY000014","Anthebrachi"
"SUNDAY000015","Anthebrachi"
"SUNDAY000016","Anthebrachi"
"SUNDAY000017","Anthebrachi"
"SUNDAY000018","Anthebrachi"
"SUNPDSA000013","Anthebrachi"
"SUNPDSA000014","Anthebrachi"
"SUNPDSA000015","Anthebrachi"
"SUNPDSA000016","Anthebrachi"
"SUNPDSA000017","Anthebrachi"
"SUNPDSA000018","Anthebrachi"
